É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/06/09 11:35:40

,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ
2024/8/22 23:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.4,8,êº,8,1,2,8,1,83,8,1
2024/8/23 00:00:00,29.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.0,8,êºìÏêº,8,1,2,8,1,84,8,1
2024/8/23 1:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.3,8,ìÏêº,8,1,2,8,1,83,8,1
2024/8/23 2:00:00,29.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.1,8,êº,8,1,4,8,1,83,8,1
2024/8/23 3:00:00,28.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.4,8,êº,8,1,2,8,1,86,8,1
2024/8/23 4:00:00,28.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.5,8,êº,8,1,2,8,1,87,8,1
2024/8/23 5:00:00,28.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.3,8,êº,8,1,2,8,1,87,8,1
2024/8/23 6:00:00,28.6,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,2.0,8,êº,8,1,4,8,1,87,8,1
2024/8/23 7:00:00,28.7,8,1,0,1,8,1,,,0,1,,,0,1,0.06,8,1,,0,1,2.1,8,êº,8,1,2,8,1,86,8,1
2024/8/23 8:00:00,29.8,8,1,0,1,8,1,,,0,1,,,0,1,0.77,8,1,,0,1,2.5,8,êº,8,1,2,8,1,78,8,1
2024/8/23 9:00:00,30.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.21,8,1,,0,1,2.9,8,ñkêº,8,1,4,8,1,77,8,1
2024/8/23 10:00:00,30.7,8,1,0,1,8,1,,,0,1,,,0,1,2.11,8,1,,0,1,3.0,8,ñkñkêº,8,1,2,8,1,73,8,1
2024/8/23 11:00:00,31.2,8,1,0,1,8,1,,,0,1,,,0,1,2.05,8,1,,0,1,3.8,8,ñkêº,8,1,4,8,1,78,8,1
2024/8/23 12:00:00,31.2,8,1,0,1,8,1,,,0,1,,,0,1,1.82,8,1,,0,1,3.4,8,ñkñkêº,8,1,4,8,1,75,8,1
2024/8/23 13:00:00,30.6,8,1,0,1,8,1,,,0,1,,,0,1,1.52,8,1,,0,1,2.4,8,ñkñkêº,8,1,4,8,1,76,8,1
2024/8/23 14:00:00,31.0,8,1,0,1,8,1,,,0,1,,,0,1,1.47,8,1,,0,1,3.0,8,ñkêº,8,1,4,8,1,74,8,1
2024/8/23 15:00:00,30.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.73,4,1,,0,1,3.3,8,ñkêº,8,1,4,8,1,79,8,1
2024/8/23 16:00:00,30.5,8,1,0,1,8,1,,,0,1,,,0,1,0.80,8,1,,0,1,3.3,8,ñkêº,8,1,4,8,1,78,8,1
2024/8/23 17:00:00,30.1,8,1,0,1,8,1,,,0,1,,,0,1,0.61,8,1,,0,1,4.1,8,ñk,8,1,4,8,1,79,8,1
2024/8/23 18:00:00,30.2,8,1,0,1,8,1,,,0,1,,,0,1,0.37,8,1,,0,1,3.8,8,ñk,8,1,4,8,1,73,8,1
2024/8/23 19:00:00,30.0,8,1,0,1,8,1,,,0,1,,,0,1,0.07,8,1,,0,1,2.6,8,ñkñkêº,8,1,4,8,1,78,8,1
2024/8/23 20:00:00,29.9,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,2.8,8,ñk,8,1,4,8,1,82,8,1
2024/8/23 21:00:00,29.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,2.4,8,ñk,8,1,4,8,1,80,8,1
2024/8/23 22:00:00,29.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.4,8,ñkñkìå,8,1,4,8,1,80,8,1
2024/8/23 23:00:00,29.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.6,8,ñkñkìå,8,1,4,8,1,79,8,1
2024/8/24 00:00:00,29.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.7,8,ñkñkìå,8,1,4,8,1,80,8,1
2024/8/24 1:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.9,8,ñkñkìå,8,1,4,8,1,82,8,1
2024/8/24 2:00:00,29.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.9,8,ñkñkìå,8,1,4,8,1,83,8,1
2024/8/24 3:00:00,29.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.9,8,ñk,8,1,4,8,1,83,8,1
2024/8/24 4:00:00,29.3,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.9,8,ñkñkêº,8,1,10,8,1,82,8,1
2024/8/24 5:00:00,29.0,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,1.8,8,ñkñkêº,8,1,4,8,1,86,8,1
2024/8/24 6:00:00,29.1,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,2.4,8,ñkêº,8,1,4,8,1,87,8,1
2024/8/24 7:00:00,28.9,8,1,0.0,0,8,1,,,0,1,,,0,1,0.01,8,1,,0,1,4.9,8,ñk,8,1,10,8,1,82,8,1
2024/8/24 8:00:00,28.6,8,1,0.0,0,8,1,,,0,1,,,0,1,0.05,8,1,,0,1,3.5,8,ñkñkìå,8,1,10,8,1,76,8,1
2024/8/24 9:00:00,28.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,0.14,8,1,,0,1,4.0,8,ñk,8,1,10,8,1,81,8,1
2024/8/24 10:00:00,29.0,8,1,0.0,0,8,1,,,0,1,,,0,1,0.15,8,1,,0,1,4.0,8,ñk,8,1,10,8,1,83,8,1
2024/8/24 11:00:00,28.8,8,1,0.5,0,8,1,,,0,1,,,0,1,0.19,8,1,,0,1,2.9,8,ñk,8,1,10,8,1,88,8,1
2024/8/24 12:00:00,29.5,8,1,2.0,0,8,1,,,0,1,,,0,1,0.47,8,1,,0,1,4.8,8,ñkñkêº,8,1,10,8,1,86,8,1
2024/8/24 13:00:00,28.9,8,1,10.0,0,8,1,,,0,1,,,0,1,1.35,8,1,,0,1,5.8,8,ñk,8,1,15,8,1,82,8,1
2024/8/24 14:00:00,28.3,8,1,3.0,0,8,1,,,0,1,,,0,1,0.99,8,1,,0,1,3.1,8,ñk,8,1,15,8,1,90,8,1
2024/8/24 15:00:00,29.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,1.10,8,1,,0,1,5.7,8,ñk,8,1,15,8,1,84,8,1
2024/8/24 16:00:00,27.2,8,1,7.0,0,8,1,,,0,1,,,0,1,0.17,8,1,,0,1,0.6,8,ñkñkìå,8,1,15,8,1,93,8,1
2024/8/24 17:00:00,29.3,8,1,0.0,0,8,1,,,0,1,,,0,1,0.48,8,1,,0,1,2.9,8,ñkñkêº,8,1,4,8,1,89,8,1
2024/8/24 18:00:00,26.4,8,1,4.0,0,8,1,,,0,1,,,0,1,0.30,8,1,,0,1,4.7,8,ìå,8,1,15,8,1,89,8,1
2024/8/24 19:00:00,26.4,8,1,1.0,0,8,1,,,0,1,,,0,1,0.02,8,1,,0,1,2.3,8,ñkñkêº,8,1,15,8,1,90,8,1
2024/8/24 20:00:00,27.6,8,1,0.0,0,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,3.8,8,ñkñkìå,8,1,15,8,1,89,8,1
2024/8/24 21:00:00,27.9,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,5.9,8,ñkñkìå,8,1,10,8,1,89,8,1
2024/8/24 22:00:00,28.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.0,8,ñkìå,8,1,4,8,1,91,8,1
2024/8/24 23:00:00,28.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.9,8,ìå,8,1,4,8,1,91,8,1
2024/8/25 00:00:00,28.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.4,8,ìåìÏìå,8,1,4,8,1,89,8,1
2024/8/25 1:00:00,28.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.1,8,ìåìÏìå,8,1,4,8,1,90,8,1
2024/8/25 2:00:00,27.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.3,8,ìåìÏìå,8,1,4,8,1,90,8,1
2024/8/25 3:00:00,27.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.5,8,ìÏìå,8,1,2,8,1,89,8,1
2024/8/25 4:00:00,27.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.1,8,ìåìÏìå,8,1,4,8,1,89,8,1
2024/8/25 5:00:00,27.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.2,8,ìåìÏìå,8,1,4,8,1,91,8,1
2024/8/25 6:00:00,27.7,8,1,0.0,0,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,1.8,8,ìÏìå,8,1,10,8,1,89,8,1
2024/8/25 7:00:00,28.3,8,1,0.0,0,8,1,,,0,1,,,0,1,0.14,8,1,,0,1,2.8,8,ìåìÏìå,8,1,2,8,1,88,8,1
2024/8/25 8:00:00,29.6,8,1,0,1,8,1,,,0,1,,,0,1,0.86,8,1,,0,1,3.7,8,ìåìÏìå,8,1,2,8,1,82,8,1
2024/8/25 9:00:00,30.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.37,8,1,,0,1,2.7,8,ìÏìå,8,1,2,8,1,79,8,1
2024/8/25 10:00:00,30.5,8,1,0,1,8,1,,,0,1,,,0,1,1.62,8,1,,0,1,4.9,8,ìåìÏìå,8,1,2,8,1,77,8,1
2024/8/25 11:00:00,31.8,8,1,0,1,8,1,,,0,1,,,0,1,2.44,8,1,,0,1,4.9,8,ìå,8,1,2,8,1,75,8,1
2024/8/25 12:00:00,31.6,8,1,0,1,8,1,,,0,1,,,0,1,3.18,8,1,,0,1,6.1,8,ìåìÏìå,8,1,2,8,1,72,8,1
2024/8/25 13:00:00,32.4,8,1,0,1,8,1,,,0,1,,,0,1,3.40,8,1,,0,1,4.9,8,ìåìÏìå,8,1,2,8,1,67,8,1
2024/8/25 14:00:00,31.7,8,1,0,1,8,1,,,0,1,,,0,1,3.05,8,1,,0,1,5.6,8,ìå,8,1,4,8,1,71,8,1
2024/8/25 15:00:00,31.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,2.76,8,1,,0,1,5.7,8,ìå,8,1,4,8,1,70,8,1
2024/8/25 16:00:00,31.4,8,1,0,1,8,1,,,0,1,,,0,1,1.62,8,1,,0,1,5.3,8,ìå,8,1,4,8,1,71,8,1
2024/8/25 17:00:00,30.5,8,1,0,1,8,1,,,0,1,,,0,1,0.92,8,1,,0,1,5.3,8,ìåìÏìå,8,1,2,8,1,74,8,1
2024/8/25 18:00:00,30.1,8,1,0,1,8,1,,,0,1,,,0,1,0.47,8,1,,0,1,5.2,8,ìåìÏìå,8,1,2,8,1,74,8,1
2024/8/25 19:00:00,29.9,8,1,0,1,8,1,,,0,1,,,0,1,0.13,8,1,,0,1,4.0,8,ìåìÏìå,8,1,4,8,1,75,8,1
2024/8/25 20:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,4.0,8,ìåìÏìå,8,1,2,8,1,79,8,1
2024/8/25 21:00:00,29.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,3.0,8,ìåìÏìå,8,1,2,8,1,81,8,1
2024/8/25 22:00:00,29.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.1,8,ìåìÏìå,8,1,2,8,1,80,8,1
2024/8/25 23:00:00,29.2,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,1.8,8,ìåìÏìå,8,1,10,8,1,81,8,1
2024/8/26 00:00:00,29.1,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.0,8,ìå,8,1,4,8,1,80,8,1
2024/8/26 1:00:00,28.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,1.5,8,ìå,8,1,4,8,1,81,8,1
2024/8/26 2:00:00,28.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,1.1,8,ìå,8,1,4,8,1,80,8,1
2024/8/26 3:00:00,28.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,1.7,8,ìåñkìå,8,1,4,8,1,82,8,1
2024/8/26 4:00:00,28.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,1.0,8,ìåìÏìå,8,1,4,8,1,84,8,1
2024/8/26 5:00:00,27.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,0.8,8,ìÏêº,8,1,2,8,1,88,8,1
2024/8/26 6:00:00,27.6,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,1.2,8,ñk,8,1,4,8,1,88,8,1
2024/8/26 7:00:00,28.5,8,1,0,1,8,1,,,0,1,,,0,1,0.09,8,1,,0,1,2.4,8,ñk,8,1,4,8,1,85,8,1
2024/8/26 8:00:00,29.1,8,1,0,1,8,1,,,0,1,,,0,1,0.50,8,1,,0,1,3.1,8,ñk,8,1,4,8,1,81,8,1
2024/8/26 9:00:00,29.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.30,8,1,,0,1,3.9,8,ñkñkêº,8,1,4,8,1,81,8,1
2024/8/26 10:00:00,29.8,8,1,0,1,8,1,,,0,1,,,0,1,1.35,8,1,,0,1,3.0,8,ñkêº,8,1,4,8,1,78,8,1
2024/8/26 11:00:00,30.9,8,1,0,1,8,1,,,0,1,,,0,1,2.73,8,1,,0,1,4.8,8,ñkêº,8,1,2,8,1,73,8,1
2024/8/26 12:00:00,30.6,8,1,0.0,0,8,1,,,0,1,,,0,1,2.56,8,1,,0,1,3.6,8,ñkñkêº,8,1,4,8,1,80,8,1
2024/8/26 13:00:00,32.0,8,1,0,1,8,1,,,0,1,,,0,1,3.06,8,1,,0,1,4.1,8,ñkêº,8,1,4,8,1,78,8,1
2024/8/26 14:00:00,31.5,8,1,0,1,8,1,,,0,1,,,0,1,3.32,8,1,,0,1,5.8,8,ñkêº,8,1,2,8,1,73,8,1
2024/8/26 15:00:00,31.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,2.78,8,1,,0,1,5.9,8,ñkñkêº,8,1,4,8,1,73,8,1
2024/8/26 16:00:00,29.0,8,1,9.0,0,8,1,,,0,1,,,0,1,0.90,8,1,,0,1,4.0,8,ñkñkêº,8,1,10,8,1,88,8,1
2024/8/26 17:00:00,30.2,8,1,0.0,0,8,1,,,0,1,,,0,1,1.78,8,1,,0,1,5.5,8,ñkñkêº,8,1,2,8,1,76,8,1
2024/8/26 18:00:00,30.0,8,1,0,1,8,1,,,0,1,,,0,1,0.77,8,1,,0,1,5.0,8,ñkñkêº,8,1,2,8,1,76,8,1
2024/8/26 19:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,0.18,8,1,,0,1,4.6,8,ñkñkêº,8,1,2,8,1,80,8,1
2024/8/26 20:00:00,29.1,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,4.3,8,ñkñkêº,8,1,2,8,1,84,8,1
2024/8/26 21:00:00,29.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,4.0,8,ñkñkêº,8,1,2,8,1,80,8,1
2024/8/26 22:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.7,8,ñkñkêº,8,1,2,8,1,81,8,1
2024/8/26 23:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.6,8,ñkêº,8,1,2,8,1,81,8,1
2024/8/27 00:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.8,8,ñkêº,8,1,2,8,1,81,8,1
2024/8/27 1:00:00,29.3,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.9,8,ñkêº,8,1,2,8,1,82,8,1
2024/8/27 2:00:00,29.2,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.8,8,ñkêº,8,1,2,8,1,82,8,1
2024/8/27 3:00:00,29.1,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.1,8,êºñkêº,8,1,2,8,1,84,8,1
2024/8/27 4:00:00,29.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.0,8,êºñkêº,8,1,2,8,1,84,8,1
2024/8/27 5:00:00,29.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,7.4,8,êºñkêº,8,1,2,8,1,82,8,1
2024/8/27 6:00:00,29.3,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,7.0,8,êºñkêº,8,1,2,8,1,80,8,1
2024/8/27 7:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,0.04,8,1,,0,1,7.7,8,êºñkêº,8,1,4,8,1,79,8,1
2024/8/27 8:00:00,29.7,8,1,0,1,8,1,,,0,1,,,0,1,0.29,8,1,,0,1,6.0,8,êºñkêº,8,1,4,8,1,79,8,1
2024/8/27 9:00:00,30.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.04,8,1,,0,1,5.7,8,ñkêº,8,1,4,8,1,76,8,1
2024/8/27 10:00:00,30.7,8,1,0,1,8,1,,,0,1,,,0,1,1.46,8,1,,0,1,6.2,8,êºñkêº,8,1,4,8,1,77,8,1
2024/8/27 11:00:00,31.3,8,1,0.0,0,8,1,,,0,1,,,0,1,2.28,8,1,,0,1,7.6,8,êºñkêº,8,1,4,8,1,75,8,1
2024/8/27 12:00:00,31.8,8,1,0,1,8,1,,,0,1,,,0,1,3.12,8,1,,0,1,8.4,8,êºñkêº,8,1,4,8,1,70,8,1
2024/8/27 13:00:00,31.7,8,1,0,1,8,1,,,0,1,,,0,1,2.60,8,1,,0,1,7.0,8,êºñkêº,8,1,4,8,1,73,8,1
2024/8/27 14:00:00,31.7,8,1,0.0,0,8,1,,,0,1,,,0,1,2.16,8,1,,0,1,6.1,8,êºñkêº,8,1,4,8,1,74,8,1
2024/8/27 15:00:00,31.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,2.32,8,1,,0,1,7.7,8,êºñkêº,8,1,4,8,1,76,8,1
2024/8/27 16:00:00,31.5,8,1,0,1,8,1,,,0,1,,,0,1,2.12,8,1,,0,1,8.0,8,êºñkêº,8,1,4,8,1,75,8,1
2024/8/27 17:00:00,30.9,8,1,0,1,8,1,,,0,1,,,0,1,1.35,8,1,,0,1,7.9,8,êºñkêº,8,1,4,8,1,78,8,1
2024/8/27 18:00:00,30.6,8,1,0,1,8,1,,,0,1,,,0,1,0.89,8,1,,0,1,7.5,8,êºñkêº,8,1,4,8,1,77,8,1
2024/8/27 19:00:00,30.1,8,1,0,1,8,1,,,0,1,,,0,1,0.18,8,1,,0,1,7.0,8,êºñkêº,8,1,4,8,1,81,8,1
2024/8/27 20:00:00,30.0,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,7.6,8,êºñkêº,8,1,4,8,1,79,8,1
2024/8/27 21:00:00,30.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,6.4,8,êºñkêº,8,1,4,8,1,81,8,1
2024/8/27 22:00:00,29.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.5,8,êºñkêº,8,1,4,8,1,81,8,1
2024/8/27 23:00:00,29.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.9,8,êºñkêº,8,1,4,8,1,81,8,1
2024/8/28 00:00:00,29.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.3,8,êº,8,1,4,8,1,80,8,1
2024/8/28 1:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,7.2,8,êº,8,1,4,8,1,82,8,1
2024/8/28 2:00:00,29.5,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,7.9,8,êº,8,1,10,8,1,81,8,1
2024/8/28 3:00:00,29.2,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,7.0,8,êº,8,1,4,8,1,81,8,1
2024/8/28 4:00:00,29.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,7.1,8,êº,8,1,4,8,1,81,8,1
2024/8/28 5:00:00,29.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.2,8,êº,8,1,4,8,1,79,8,1
2024/8/28 6:00:00,29.1,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,7.9,8,êº,8,1,4,8,1,79,8,1
2024/8/28 7:00:00,29.2,8,1,0,1,8,1,,,0,1,,,0,1,0.09,8,1,,0,1,7.9,8,êº,8,1,4,8,1,80,8,1
2024/8/28 8:00:00,30.1,8,1,0,1,8,1,,,0,1,,,0,1,0.65,8,1,,0,1,6.8,8,êº,8,1,4,8,1,77,8,1
2024/8/28 9:00:00,30.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.37,8,1,,0,1,6.9,8,êºìÏêº,8,1,2,8,1,78,8,1
2024/8/28 10:00:00,30.6,8,1,0,1,8,1,,,0,1,,,0,1,1.66,8,1,,0,1,9.8,8,êºìÏêº,8,1,4,8,1,79,8,1
2024/8/28 11:00:00,31.2,8,1,0,1,8,1,,,0,1,,,0,1,2.46,8,1,,0,1,10.0,8,êº,8,1,4,8,1,74,8,1
2024/8/28 12:00:00,31.2,8,1,0,1,8,1,,,0,1,,,0,1,2.38,8,1,,0,1,9.5,8,êºìÏêº,8,1,4,8,1,78,8,1
2024/8/28 13:00:00,31.7,8,1,0,1,8,1,,,0,1,,,0,1,2.44,8,1,,0,1,8.1,8,êº,8,1,4,8,1,71,8,1
2024/8/28 14:00:00,31.5,8,1,0,1,8,1,,,0,1,,,0,1,1.99,8,1,,0,1,7.4,8,êºìÏêº,8,1,4,8,1,78,8,1
2024/8/28 15:00:00,31.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.59,8,1,,0,1,9.0,8,êºìÏêº,8,1,4,8,1,79,8,1
2024/8/28 16:00:00,31.3,8,1,0,1,8,1,,,0,1,,,0,1,1.60,8,1,,0,1,8.1,8,êº,8,1,4,8,1,77,8,1
2024/8/28 17:00:00,31.5,8,1,0,1,8,1,,,0,1,,,0,1,1.47,8,1,,0,1,6.9,8,êº,8,1,2,8,1,76,8,1
2024/8/28 18:00:00,31.0,8,1,0,1,8,1,,,0,1,,,0,1,0.84,8,1,,0,1,5.2,8,êº,8,1,15,8,1,79,8,1
2024/8/28 19:00:00,30.2,8,1,0,1,8,1,,,0,1,,,0,1,0.12,8,1,,0,1,6.3,8,êº,8,1,4,8,1,82,8,1
2024/8/28 20:00:00,29.6,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,6.7,8,êºìÏêº,8,1,2,8,1,86,8,1
2024/8/28 21:00:00,29.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,4.3,8,êºìÏêº,8,1,2,8,1,86,8,1
2024/8/28 22:00:00,29.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.8,8,êºìÏêº,8,1,2,8,1,87,8,1
2024/8/28 23:00:00,29.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.2,8,êºìÏêº,8,1,2,8,1,86,8,1
2024/8/29 00:00:00,29.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.6,8,êºìÏêº,8,1,2,8,1,86,8,1
2024/8/29 1:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,7.5,8,êºìÏêº,8,1,2,8,1,85,8,1
2024/8/29 2:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.0,8,êºìÏêº,8,1,2,8,1,86,8,1
2024/8/29 3:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.3,8,êºìÏêº,8,1,2,8,1,84,8,1
2024/8/29 4:00:00,29.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.2,8,êºìÏêº,8,1,2,8,1,88,8,1
2024/8/29 5:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.4,8,êºìÏêº,8,1,2,8,1,84,8,1
2024/8/29 6:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,5.8,8,êº,8,1,2,8,1,86,8,1
2024/8/29 7:00:00,29.6,8,1,0,1,8,1,,,0,1,,,0,1,0.07,8,1,,0,1,4.7,8,êº,8,1,2,8,1,85,8,1
2024/8/29 8:00:00,30.4,8,1,0,1,8,1,,,0,1,,,0,1,0.61,8,1,,0,1,5.0,8,êºìÏêº,8,1,2,8,1,82,8,1
2024/8/29 9:00:00,30.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.42,8,1,,0,1,5.8,8,êºìÏêº,8,1,15,8,1,80,8,1
2024/8/29 10:00:00,29.0,8,1,0.5,0,8,1,,,0,1,,,0,1,1.17,8,1,,0,1,7.1,8,êºìÏêº,8,1,15,8,1,83,8,1
2024/8/29 11:00:00,30.4,8,1,0.0,0,8,1,,,0,1,,,0,1,2.13,8,1,,0,1,7.9,8,êºìÏêº,8,1,4,8,1,78,8,1
2024/8/29 12:00:00,30.0,8,1,0,1,8,1,,,0,1,,,0,1,1.29,8,1,,0,1,4.8,8,êºìÏêº,8,1,4,8,1,79,8,1
2024/8/29 13:00:00,30.9,8,1,0.0,0,8,1,,,0,1,,,0,1,1.77,8,1,,0,1,6.8,8,êºìÏêº,8,1,4,8,1,80,8,1
2024/8/29 14:00:00,29.8,8,1,0,1,8,1,,,0,1,,,0,1,1.09,8,1,,0,1,5.9,8,êºìÏêº,8,1,15,8,1,79,8,1
2024/8/29 15:00:00,31.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,2.15,8,1,,0,1,6.5,8,êºìÏêº,8,1,4,8,1,75,8,1
2024/8/29 16:00:00,31.2,8,1,0,1,8,1,,,0,1,,,0,1,2.34,8,1,,0,1,6.4,8,êºìÏêº,8,1,2,8,1,72,8,1
2024/8/29 17:00:00,30.9,8,1,0,1,8,1,,,0,1,,,0,1,1.53,8,1,,0,1,6.4,8,êºìÏêº,8,1,2,8,1,75,8,1
2024/8/29 18:00:00,30.4,8,1,0,1,8,1,,,0,1,,,0,1,0.72,8,1,,0,1,6.5,8,êºìÏêº,8,1,2,8,1,78,8,1
2024/8/29 19:00:00,29.8,8,1,0,1,8,1,,,0,1,,,0,1,0.09,8,1,,0,1,6.6,8,êºìÏêº,8,1,2,8,1,80,8,1
